"go_id","go_name","root_node"
"GO:0004314","[acyl-carrier-protein] S-malonyltransferase activity","molecular_function"
"GO:0035614","snRNA stem-loop binding","molecular_function"
"GO:0090392","sepal giant cell differentiation","biological_process"
"GO:0090628","plant epidermal cell fate specification","biological_process"
"GO:1900386","positive regulation of flavonol biosynthetic process","biological_process"
"GO:0080153","negative regulation of reductive pentose-phosphate cycle","biological_process"
"GO:1901918","negative regulation of exoribonuclease activity","biological_process"
"GO:0009883","red or far-red light photoreceptor activity","molecular_function"
"GO:0010202","response to low fluence red light stimulus","biological_process"
"GO:0018666","2,4-dichlorophenol 6-monooxygenase activity","molecular_function"
"GO:0034656","nucleobase-containing small molecule catabolic process","biological_process"
"GO:0030626","U12 snRNA binding","molecular_function"
"GO:0010365","positive regulation of ethylene biosynthetic process","biological_process"
"GO:0040003","chitin-based cuticle development","biological_process"
"GO:0015682",NA,NA
"GO:0015408","ATPase-coupled ferric iron transmembrane transporter activity","molecular_function"
"GO:0001560","regulation of cell growth by extracellular stimulus","biological_process"
"GO:0030600","feruloyl esterase activity","molecular_function"
"GO:0033728","divinyl chlorophyllide a 8-vinyl-reductase activity","molecular_function"
"GO:0051744","3,8-divinyl protochlorophyllide a 8-vinyl reductase activity","molecular_function"
"GO:1901981","phosphatidylinositol phosphate binding","molecular_function"
"GO:0005854","nascent polypeptide-associated complex","cellular_component"
"GO:0002920","regulation of humoral immune response","biological_process"
"GO:0006959","humoral immune response","biological_process"
"GO:0048749","compound eye development","biological_process"
"GO:0004164","diphthine synthase activity","molecular_function"
"GO:0030332","cyclin binding","molecular_function"
"GO:0004084","branched-chain-amino-acid transaminase activity","molecular_function"
"GO:0047810","D-alanine:2-oxoglutarate aminotransferase activity","molecular_function"
"GO:0046340","diacylglycerol catabolic process","biological_process"
"GO:0052651","monoacylglycerol catabolic process","biological_process"
"GO:0043243","positive regulation of protein-containing complex disassembly","biological_process"
"GO:0051495","positive regulation of cytoskeleton organization","biological_process"
"GO:0018377","protein myristoylation","biological_process"
"GO:0034448","EGO complex","cellular_component"
"GO:0055121","response to high fluence blue light stimulus by blue high-fluence system","biological_process"
"GO:0005605",NA,NA
"GO:0009181","purine ribonucleoside diphosphate catabolic process","biological_process"
"GO:0022604","regulation of cell morphogenesis","biological_process"
"GO:0071203","WASH complex","cellular_component"
"GO:0046538","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity","molecular_function"
"GO:0009452","7-methylguanosine RNA capping","biological_process"
"GO:0036261","7-methylguanosine cap hypermethylation","biological_process"
"GO:0071164","RNA trimethylguanosine synthase activity","molecular_function"
"GO:0007224","smoothened signaling pathway","biological_process"
"GO:0060716","labyrinthine layer blood vessel development","biological_process"
"GO:0016094","polyprenol biosynthetic process","biological_process"
"GO:0042446","hormone biosynthetic process","biological_process"
"GO:0080016","(-)-E-beta-caryophyllene synthase activity","molecular_function"
"GO:0080017","alpha-humulene synthase activity","molecular_function"
"GO:0051762","sesquiterpene biosynthetic process","biological_process"
"GO:0032933","SREBP signaling pathway","biological_process"
"GO:0015485","cholesterol binding","molecular_function"
"GO:0003949","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity","molecular_function"
"GO:0004789","thiamine-phosphate diphosphorylase activity","molecular_function"
"GO:0002164","larval development","biological_process"
"GO:0047568","3-oxo-5-beta-steroid 4-dehydrogenase activity","molecular_function"
"GO:0047787","delta4-3-oxosteroid 5beta-reductase activity","molecular_function"
"GO:0036377","arbuscular mycorrhizal association","biological_process"
"GO:0033274","response to vitamin B2","biological_process"
"GO:0046423","allene-oxide cyclase activity","molecular_function"
"GO:0042554","superoxide anion generation","biological_process"
"GO:0004855","xanthine oxidase activity","molecular_function"
"GO:0004797","thymidine kinase activity","molecular_function"
"GO:0046104","thymidine metabolic process","biological_process"
"GO:0017168","5-oxoprolinase (ATP-hydrolyzing) activity","molecular_function"
"GO:0005993","trehalose catabolic process","biological_process"
"GO:0045763","negative regulation of cellular amino acid metabolic process","biological_process"
"GO:0051175","negative regulation of sulfur metabolic process","biological_process"
"GO:0034553","mitochondrial respiratory chain complex II assembly","biological_process"
"GO:0004866","endopeptidase inhibitor activity","molecular_function"
"GO:0005212","structural constituent of eye lens","molecular_function"
"GO:0008473","ornithine cyclodeaminase activity","molecular_function"
"GO:0005796","Golgi lumen","cellular_component"
"GO:0018063","cytochrome c-heme linkage","biological_process"
"GO:0004657","proline dehydrogenase activity","molecular_function"
"GO:0010133","proline catabolic process to glutamate","biological_process"
"GO:0008801","beta-phosphoglucomutase activity","molecular_function"
"GO:0000578","embryonic axis specification","biological_process"
"GO:0043619","regulation of transcription from RNA polymerase II promoter in response to oxidative stress","biological_process"
"GO:2000068","regulation of defense response to insect","biological_process"
"GO:0035278","miRNA mediated inhibition of translation","biological_process"
"GO:0031016","pancreas development","biological_process"
"GO:0097339","glycolate transmembrane transport","biological_process"
"GO:1901975","glycerate transmembrane transport","biological_process"
"GO:0043879","glycolate transmembrane transporter activity","molecular_function"
"GO:1901974","glycerate transmembrane transporter activity","molecular_function"
"GO:0047940","glucuronokinase activity","molecular_function"
"GO:0007611","learning or memory","biological_process"
"GO:0000719","photoreactive repair","biological_process"
"GO:0016064","immunoglobulin mediated immune response","biological_process"
"GO:0050851","antigen receptor-mediated signaling pathway","biological_process"
"GO:0042609","CD4 receptor binding","molecular_function"
"GO:0048255","mRNA stabilization","biological_process"
"GO:1901575","organic substance catabolic process","biological_process"
"GO:0052745","inositol phosphate phosphatase activity","molecular_function"
"GO:0047513","1,2-alpha-L-fucosidase activity","molecular_function"
"GO:0090617","mitochondrial mRNA 5'-end processing","biological_process"
"GO:0052856","NADHX epimerase activity","molecular_function"
"GO:0052857","NADPHX epimerase activity","molecular_function"
"GO:0042817","pyridoxal metabolic process","biological_process"
"GO:0051743","red chlorophyll catabolite reductase activity","molecular_function"
"GO:0050863","regulation of T cell activation","biological_process"
"GO:0055105","ubiquitin-protein transferase inhibitor activity","molecular_function"
"GO:0006971","hypotonic response","biological_process"
"GO:0030970","retrograde protein transport, ER to cytosol","biological_process"
"GO:0002260","lymphocyte homeostasis","biological_process"
"GO:0003158","endothelium development","biological_process"
"GO:0035162","embryonic hemopoiesis","biological_process"
"GO:0048823","nucleate erythrocyte development","biological_process"
"GO:0060345","spleen trabecula formation","biological_process"
"GO:0031407","oxylipin metabolic process","biological_process"
"GO:0002757","immune response-activating signal transduction","biological_process"
"GO:0006936","muscle contraction","biological_process"
"GO:0008837","diaminopimelate epimerase activity","molecular_function"
"GO:0009946","proximal/distal axis specification","biological_process"
"GO:0070217","transcription factor TFIIIB complex assembly","biological_process"
"GO:1990204","oxidoreductase complex","cellular_component"
"GO:0009515","granal stacked thylakoid","cellular_component"
"GO:2000379","positive regulation of reactive oxygen species metabolic process","biological_process"
"GO:0004377","GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity","molecular_function"
"GO:0048311","mitochondrion distribution","biological_process"
"GO:0016415","octanoyltransferase activity","molecular_function"
"GO:0033819","lipoyl(octanoyl) transferase activity","molecular_function"
"GO:0009029","tetraacyldisaccharide 4'-kinase activity","molecular_function"
"GO:0004848","ureidoglycolate hydrolase activity","molecular_function"
"GO:0047652","allantoate deiminase activity","molecular_function"
"GO:0050538","N-carbamoyl-L-amino-acid hydrolase activity","molecular_function"
"GO:0008478","pyridoxal kinase activity","molecular_function"
"GO:0004485","methylcrotonoyl-CoA carboxylase activity","molecular_function"
"GO:0006768","biotin metabolic process","biological_process"
"GO:0010269","response to selenium ion","biological_process"
"GO:0033528","S-methylmethionine cycle","biological_process"
"GO:0008898","S-adenosylmethionine-homocysteine S-methyltransferase activity","molecular_function"
"GO:0016784","3-mercaptopyruvate sulfurtransferase activity","molecular_function"
"GO:0008667","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity","molecular_function"
"GO:0006699","bile acid biosynthetic process","biological_process"
"GO:0042632","cholesterol homeostasis","biological_process"
"GO:0045540","regulation of cholesterol biosynthetic process","biological_process"
"GO:0048147","negative regulation of fibroblast proliferation","biological_process"
"GO:0050680","negative regulation of epithelial cell proliferation","biological_process"
"GO:0036009","protein-glutamine N-methyltransferase activity","molecular_function"
"GO:0090070","positive regulation of ribosome biogenesis","biological_process"
"GO:0043332","mating projection tip","cellular_component"
"GO:0030814",NA,NA
"GO:0001949","sebaceous gland cell differentiation","biological_process"
"GO:0030258","lipid modification","biological_process"
"GO:0032286","central nervous system myelin maintenance","biological_process"
"GO:0032287","peripheral nervous system myelin maintenance","biological_process"
"GO:0042634","regulation of hair cycle","biological_process"
"GO:0001716","L-amino-acid oxidase activity","molecular_function"
"GO:0015922","aspartate oxidase activity","molecular_function"
"GO:0070825","micropyle","cellular_component"
"GO:0072348","sulfur compound transport","biological_process"
"GO:0010348","lithium:proton antiporter activity","molecular_function"
"GO:0010352","lithium ion export across the plasma membrane","biological_process"
"GO:0018580","nitronate monooxygenase activity","molecular_function"
"GO:0061133","endopeptidase activator activity","molecular_function"
"GO:0010950","positive regulation of endopeptidase activity","biological_process"
"GO:1901535","regulation of DNA demethylation","biological_process"
"GO:0005052","peroxisome matrix targeting signal-1 binding","molecular_function"
"GO:0050515","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity","molecular_function"
"GO:0004760","serine-pyruvate transaminase activity","molecular_function"
"GO:0050281","serine-glyoxylate transaminase activity","molecular_function"
"GO:0019265","glycine biosynthetic process, by transamination of glyoxylate","biological_process"
"GO:0005826","actomyosin contractile ring","cellular_component"
"GO:0050513","glycoprotein 2-beta-D-xylosyltransferase activity","molecular_function"
"GO:0034986","iron chaperone activity","molecular_function"
"GO:0007601","visual perception","biological_process"
"GO:0045321","leukocyte activation","biological_process"
"GO:0046058","cAMP metabolic process","biological_process"
"GO:0070134","positive regulation of mitochondrial translational initiation","biological_process"
"GO:0051098","regulation of binding","biological_process"
"GO:0044211","CTP salvage","biological_process"
"GO:0010477","response to sulfur dioxide","biological_process"
"GO:0008482","sulfite oxidase activity","molecular_function"
"GO:0008782","adenosylhomocysteine nucleosidase activity","molecular_function"
"GO:0008930","methylthioadenosine nucleosidase activity","molecular_function"
"GO:0004735","pyrroline-5-carboxylate reductase activity","molecular_function"
"GO:0006426","glycyl-tRNA aminoacylation","biological_process"
"GO:0042551","neuron maturation","biological_process"
"GO:0043353","enucleate erythrocyte differentiation","biological_process"
"GO:0045445","myoblast differentiation","biological_process"
"GO:0045651","positive regulation of macrophage differentiation","biological_process"
"GO:0045879","negative regulation of smoothened signaling pathway","biological_process"
"GO:0071930","negative regulation of transcription involved in G1/S transition of mitotic cell cycle","biological_process"
"GO:0035189","Rb-E2F complex","cellular_component"
"GO:0045095","keratin filament","cellular_component"
"GO:0004076","biotin synthase activity","molecular_function"
"GO:0003939","L-iditol 2-dehydrogenase activity","molecular_function"
"GO:0036524","protein deglycase activity","molecular_function"
"GO:0036525","protein deglycation","biological_process"
"GO:0042355","L-fucose catabolic process","biological_process"
"GO:0017083","4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase activity","molecular_function"
"GO:0018392","glycoprotein 3-alpha-L-fucosyltransferase activity","molecular_function"
"GO:0051128","regulation of cellular component organization","biological_process"
"GO:0019184","nonribosomal peptide biosynthetic process","biological_process"
"GO:0070179","D-serine biosynthetic process","biological_process"
"GO:0000274","mitochondrial proton-transporting ATP synthase, stator stalk","cellular_component"
"GO:0015117","thiosulfate transmembrane transporter activity","molecular_function"
"GO:0015141","succinate transmembrane transporter activity","molecular_function"
"GO:1901677",NA,NA
"GO:0015709","thiosulfate transport","biological_process"
"GO:1903790","guanine nucleotide transmembrane transport","biological_process"
"GO:0001409","guanine nucleotide transmembrane transporter activity","molecular_function"
"GO:0033354","chlorophyll cycle","biological_process"
"GO:0050454","coenzyme F420 hydrogenase activity","molecular_function"
"GO:0090415","7-hydroxymethyl chlorophyll a reductase activity","molecular_function"
"GO:0006030","chitin metabolic process","biological_process"
"GO:0004592","pantoate-beta-alanine ligase activity","molecular_function"
"GO:0051775","response to redox state","biological_process"
"GO:0008746","NAD(P)+ transhydrogenase activity","molecular_function"
"GO:0008595","anterior/posterior axis specification, embryo","biological_process"
"GO:0004160","dihydroxy-acid dehydratase activity","molecular_function"
"GO:0008206","bile acid metabolic process","biological_process"
"GO:0042500","aspartic endopeptidase activity, intramembrane cleaving","molecular_function"
"GO:0045155","electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity","molecular_function"
"GO:0031674","I band","cellular_component"
"GO:0002091","negative regulation of receptor internalization","biological_process"
"GO:0031642","negative regulation of myelination","biological_process"
"GO:0032288","myelin assembly","biological_process"
"GO:0044088","regulation of vacuole organization","biological_process"
"GO:0045109","intermediate filament organization","biological_process"
"GO:0045837","negative regulation of membrane potential","biological_process"
"GO:0046716","muscle cell cellular homeostasis","biological_process"
"GO:0051899","membrane depolarization","biological_process"
"GO:0060079","excitatory postsynaptic potential","biological_process"
"GO:0090394","negative regulation of excitatory postsynaptic potential","biological_process"
"GO:0097062","dendritic spine maintenance","biological_process"
"GO:2000643","positive regulation of early endosome to late endosome transport","biological_process"
"GO:2000645","negative regulation of receptor catabolic process","biological_process"
"GO:0004438","phosphatidylinositol-3-phosphatase activity","molecular_function"
"GO:0052629","phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity","molecular_function"
"GO:0071444","cellular response to pheromone","biological_process"
"GO:0000942","condensed nuclear chromosome outer kinetochore","cellular_component"
"GO:0031617","NMS complex","cellular_component"
"GO:0000113","nucleotide-excision repair factor 4 complex","cellular_component"
"GO:0005955","calcineurin complex","cellular_component"
"GO:0031285","regulation of sorocarp stalk cell differentiation","biological_process"
"GO:0004169","dolichyl-phosphate-mannose-protein mannosyltransferase activity","molecular_function"
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","biological_process"
"GO:0008305","integrin complex","cellular_component"
"GO:0007160","cell-matrix adhesion","biological_process"
"GO:0000111","nucleotide-excision repair factor 2 complex","cellular_component"
"GO:0071942","XPC complex","cellular_component"
"GO:0000715","nucleotide-excision repair, DNA damage recognition","biological_process"
"GO:0071578","zinc ion import across plasma membrane","biological_process"
"GO:0008805","carbon-monoxide oxygenase activity","molecular_function"
"GO:0035671","enone reductase activity","molecular_function"
"GO:0035798","2-alkenal reductase (NADP+) activity","molecular_function"
"GO:0031251","PAN complex","cellular_component"
"GO:0010362","negative regulation of anion channel activity by blue light","biological_process"
"GO:0005201","extracellular matrix structural constituent","molecular_function"
"GO:0015157","oligosaccharide transmembrane transporter activity","molecular_function"
"GO:0070260","5'-tyrosyl-DNA phosphodiesterase activity","molecular_function"
"GO:0015817","histidine transport","biological_process"
"GO:0000720","pyrimidine dimer repair by nucleotide-excision repair","biological_process"
"GO:0006294","nucleotide-excision repair, preincision complex assembly","biological_process"
"GO:0006295","nucleotide-excision repair, DNA incision, 3'-to lesion","biological_process"
"GO:0010259","multicellular organism aging","biological_process"
"GO:0032205","negative regulation of telomere maintenance","biological_process"
"GO:0035166","post-embryonic hemopoiesis","biological_process"
"GO:0070914","UV-damage excision repair","biological_process"
"GO:0004174","electron-transferring-flavoprotein dehydrogenase activity","molecular_function"
"GO:0043783","oxidoreductase activity, oxidizing metal ions with flavin as acceptor","molecular_function"
"GO:0004757","sepiapterin reductase activity","molecular_function"
"GO:0080187","floral organ senescence","biological_process"
"GO:0055122","response to very low light intensity stimulus","biological_process"
"GO:0007562","eclosion","biological_process"
"GO:1904961","quiescent center organization","biological_process"
"GO:0035517","PR-DUB complex","cellular_component"
"GO:1902066","regulation of cell wall pectin metabolic process","biological_process"
"GO:0010789","meiotic sister chromatid cohesion involved in meiosis I","biological_process"
"GO:0042790","nucleolar large rRNA transcription by RNA polymerase I","biological_process"
"GO:0007250","activation of NF-kappaB-inducing kinase activity","biological_process"
"GO:0034146","toll-like receptor 5 signaling pathway","biological_process"
"GO:0034154","toll-like receptor 7 signaling pathway","biological_process"
"GO:0035419",NA,NA
"GO:0035681","toll-like receptor 15 signaling pathway","biological_process"
"GO:0035682","toll-like receptor 21 signaling pathway","biological_process"
"GO:1902009","positive regulation of toxin transport","biological_process"
"GO:2000378","negative regulation of reactive oxygen species metabolic process","biological_process"
"GO:0035048",NA,NA
"GO:0046577","long-chain-alcohol oxidase activity","molecular_function"
"GO:0009440","cyanate catabolic process","biological_process"
"GO:0000340","RNA 7-methylguanosine cap binding","molecular_function"
"GO:0050687","negative regulation of defense response to virus","biological_process"
"GO:0040022","feminization of hermaphroditic germ-line","biological_process"
"GO:0048315","conidium formation","biological_process"
"GO:0046741","transport of virus in host, tissue to tissue","biological_process"
"GO:0043633","polyadenylation-dependent RNA catabolic process","biological_process"
"GO:1902466","positive regulation of histone H3-K27 trimethylation","biological_process"
"GO:0072756","cellular response to paraquat","biological_process"
"GO:1902883","negative regulation of response to oxidative stress","biological_process"
"GO:0060429","epithelium development","biological_process"
"GO:0047918","GDP-mannose 3,5-epimerase activity","molecular_function"
"GO:0070677","rRNA (cytosine-2'-O-)-methyltransferase activity","molecular_function"
"GO:0046580","negative regulation of Ras protein signal transduction","biological_process"
"GO:0090709","regulation of timing of plant organ formation","biological_process"
"GO:1990055","phenylacetaldehyde synthase activity","molecular_function"
"GO:0016320","endoplasmic reticulum membrane fusion","biological_process"
"GO:0035494","SNARE complex disassembly","biological_process"
"GO:0052636","arabinosyltransferase activity","molecular_function"
"GO:1903428","positive regulation of reactive oxygen species biosynthetic process","biological_process"
"GO:0010240","plastid pyruvate dehydrogenase complex","cellular_component"
"GO:0004587","ornithine-oxo-acid transaminase activity","molecular_function"
"GO:0055129","L-proline biosynthetic process","biological_process"
"GO:0006939","smooth muscle contraction","biological_process"
"GO:0042310","vasoconstriction","biological_process"
"GO:0042698","ovulation cycle","biological_process"
"GO:0060562","epithelial tube morphogenesis","biological_process"
"GO:0010602","regulation of 1-aminocyclopropane-1-carboxylate metabolic process","biological_process"
"GO:0043813","phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity","molecular_function"
"GO:0043902","positive regulation of multi-organism process","biological_process"
"GO:0080041","ADP-ribose pyrophosphohydrolase activity","molecular_function"
"GO:0052386","cell wall thickening","biological_process"
"GO:0010461","light-activated ion channel activity","molecular_function"
"GO:0016027","inaD signaling complex","cellular_component"
"GO:0033583","rhabdomere membrane","cellular_component"
"GO:0004170","dUTP diphosphatase activity","molecular_function"
"GO:0035870","dITP diphosphatase activity","molecular_function"
"GO:0006226","dUMP biosynthetic process","biological_process"
"GO:0035863","dITP catabolic process","biological_process"
"GO:0046081","dUTP catabolic process","biological_process"
"GO:0016242","negative regulation of macroautophagy","biological_process"
"GO:0031330","negative regulation of cellular catabolic process","biological_process"
"GO:0032108","negative regulation of response to nutrient levels","biological_process"
"GO:0032878","regulation of establishment or maintenance of cell polarity","biological_process"
"GO:0045719","negative regulation of glycogen biosynthetic process","biological_process"
"GO:0045936","negative regulation of phosphate metabolic process","biological_process"
"GO:0050849","negative regulation of calcium-mediated signaling","biological_process"
"GO:0044700",NA,NA
"GO:0080021","response to benzoic acid","biological_process"
"GO:0004304","estrone sulfotransferase activity","molecular_function"
"GO:0032260","response to jasmonic acid stimulus involved in jasmonic acid and ethylene-dependent systemic resistance","biological_process"
"GO:0047364","desulfoglucosinolate sulfotransferase activity","molecular_function"
"GO:0043007","maintenance of rDNA","biological_process"
"GO:2000042","negative regulation of double-strand break repair via homologous recombination","biological_process"
"GO:0045016","mitochondrial magnesium ion transmembrane transport","biological_process"
"GO:0000828","inositol hexakisphosphate kinase activity","molecular_function"
"GO:0000829","inositol heptakisphosphate kinase activity","molecular_function"
"GO:0033857","diphosphoinositol-pentakisphosphate kinase activity","molecular_function"
"GO:0032958","inositol phosphate biosynthetic process","biological_process"
"GO:0018773","acetylpyruvate hydrolase activity","molecular_function"
"GO:0034545","fumarylpyruvate hydrolase activity","molecular_function"
"GO:0047621","acylpyruvate hydrolase activity","molecular_function"
"GO:0042113","B cell activation","biological_process"
"GO:0042129","regulation of T cell proliferation","biological_process"
"GO:0046651","lymphocyte proliferation","biological_process"
"GO:0051251","positive regulation of lymphocyte activation","biological_process"
"GO:0051346","negative regulation of hydrolase activity","biological_process"
"GO:0031416","NatB complex","cellular_component"
"GO:0030072","peptide hormone secretion","biological_process"
"GO:0019367","fatty acid elongation, saturated fatty acid","biological_process"
"GO:0034625","fatty acid elongation, monounsaturated fatty acid","biological_process"
"GO:0034626","fatty acid elongation, polyunsaturated fatty acid","biological_process"
"GO:1902065","response to L-glutamate","biological_process"
"GO:0002540","leukotriene production involved in inflammatory response","biological_process"
"GO:0010243","response to organonitrogen compound","biological_process"
"GO:0010175",NA,NA
"GO:0010101","post-embryonic root morphogenesis","biological_process"
"GO:1904960","positive regulation of cytochrome-c oxidase activity","biological_process"
"GO:0004371","glycerone kinase activity","molecular_function"
"GO:0046503","glycerolipid catabolic process","biological_process"
"GO:0052151","positive regulation by symbiont of host apoptotic process","biological_process"
"GO:0061062","regulation of nematode larval development","biological_process"
"GO:0015410","manganese transmembrane transporter activity, phosphorylative mechanism","molecular_function"
"GO:0031673","H zone","cellular_component"
"GO:0033017","sarcoplasmic reticulum membrane","cellular_component"
"GO:0007274","neuromuscular synaptic transmission","biological_process"
"GO:0007629","flight behavior","biological_process"
"GO:0031448","positive regulation of fast-twitch skeletal muscle fiber contraction","biological_process"
"GO:0032470","positive regulation of endoplasmic reticulum calcium ion concentration","biological_process"
"GO:0032471","negative regulation of endoplasmic reticulum calcium ion concentration","biological_process"
"GO:0045988","negative regulation of striated muscle contraction","biological_process"
"GO:0051282","regulation of sequestering of calcium ion","biological_process"
"GO:0051659","maintenance of mitochondrion location","biological_process"
"GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","biological_process"
"GO:0090076","relaxation of skeletal muscle","biological_process"
"GO:0050992","dimethylallyl diphosphate biosynthetic process","biological_process"
"GO:1990069","stomatal opening","biological_process"
"GO:0019140","inositol 3-kinase activity","molecular_function"
"GO:0032203","telomere formation via telomerase","biological_process"
"GO:0002328","pro-B cell differentiation","biological_process"
"GO:0033077","T cell differentiation in thymus","biological_process"
"GO:0033152","immunoglobulin V(D)J recombination","biological_process"
"GO:0071285","cellular response to lithium ion","biological_process"
"GO:0008969",NA,NA
"GO:0097635","extrinsic component of autophagosome membrane","cellular_component"
"GO:0003831","beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity","molecular_function"
"GO:0035973","aggrephagy","biological_process"
"GO:1904580","regulation of intracellular mRNA localization","biological_process"
"GO:0016595","glutamate binding","molecular_function"
"GO:0007424","open tracheal system development","biological_process"
"GO:0030510","regulation of BMP signaling pathway","biological_process"
"GO:0031981","nuclear lumen","cellular_component"
"GO:0031004","potassium ion-transporting ATPase complex","cellular_component"
"GO:0043408","regulation of MAPK cascade","biological_process"
"GO:0008184","glycogen phosphorylase activity","molecular_function"
"GO:0016118","carotenoid catabolic process","biological_process"
"GO:0035420","MAPK cascade involved in innate immune response","biological_process"
"GO:0090701","specification of plant organ identity","biological_process"
"GO:0032465","regulation of cytokinesis","biological_process"
"GO:0043988","histone H3-S28 phosphorylation","biological_process"
"GO:0044022","histone kinase activity (H3-S28 specific)","molecular_function"
"GO:0031998","regulation of fatty acid beta-oxidation","biological_process"
"GO:0080093","regulation of photorespiration","biological_process"
"GO:0033185","dolichol-phosphate-mannose synthase complex","cellular_component"
"GO:0051336","regulation of hydrolase activity","biological_process"
"GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","biological_process"
"GO:0018012","N-terminal peptidyl-alanine trimethylation","biological_process"
"GO:0018016","N-terminal peptidyl-proline dimethylation","biological_process"
"GO:0035572","N-terminal peptidyl-serine dimethylation","biological_process"
"GO:0035573","N-terminal peptidyl-serine trimethylation","biological_process"
"GO:0071885","N-terminal protein N-methyltransferase activity","molecular_function"
"GO:0008157","protein phosphatase 1 binding","molecular_function"
"GO:0032515","negative regulation of phosphoprotein phosphatase activity","biological_process"
"GO:0090181","regulation of cholesterol metabolic process","biological_process"
"GO:0097036","regulation of plasma membrane sterol distribution","biological_process"
"GO:0004399","histidinol dehydrogenase activity","molecular_function"
"GO:1990072","TRAPPIII protein complex","cellular_component"
"GO:0003016","respiratory system process","biological_process"
"GO:0048745","smooth muscle tissue development","biological_process"
"GO:0060324","face development","biological_process"
"GO:0045691","regulation of embryo sac central cell differentiation","biological_process"
"GO:0045697","regulation of synergid differentiation","biological_process"
"GO:0009950","dorsal/ventral axis specification","biological_process"
"GO:0031665","negative regulation of lipopolysaccharide-mediated signaling pathway","biological_process"
"GO:0032688","negative regulation of interferon-beta production","biological_process"
"GO:0032717","negative regulation of interleukin-8 production","biological_process"
"GO:0032720","negative regulation of tumor necrosis factor production","biological_process"
"GO:0034122","negative regulation of toll-like receptor signaling pathway","biological_process"
"GO:0060339","negative regulation of type I interferon-mediated signaling pathway","biological_process"
"GO:0071356","cellular response to tumor necrosis factor","biological_process"
"GO:0042392","sphingosine-1-phosphate phosphatase activity","molecular_function"
"GO:0034417","bisphosphoglycerate 3-phosphatase activity","molecular_function"
"GO:0052826","inositol hexakisphosphate 2-phosphatase activity","molecular_function"
"GO:0004463","leukotriene-A4 hydrolase activity","molecular_function"
"GO:0051519","activation of bipolar cell growth","biological_process"
"GO:0004581","dolichyl-phosphate beta-glucosyltransferase activity","molecular_function"
"GO:0061495","gamma-tubulin small complex, mitotic spindle pole body","cellular_component"
"GO:0051417","microtubule nucleation by spindle pole body","biological_process"
"GO:0004686","elongation factor-2 kinase activity","molecular_function"
"GO:0019673","GDP-mannose metabolic process","biological_process"
"GO:0070274","RES complex","cellular_component"
"GO:0030283","testosterone dehydrogenase [NAD(P)] activity","molecular_function"
"GO:0005934","cellular bud tip","cellular_component"
"GO:2000765","regulation of cytoplasmic translation","biological_process"
"GO:0000916","actomyosin contractile ring contraction","biological_process"
"GO:0007298","border follicle cell migration","biological_process"
"GO:0007317","regulation of pole plasm oskar mRNA localization","biological_process"
"GO:0007349","cellularization","biological_process"
"GO:0007394","dorsal closure, elongation of leading edge cells","biological_process"
"GO:0008103","oocyte microtubule cytoskeleton polarization","biological_process"
"GO:0016360","sensory organ precursor cell fate determination","biological_process"
"GO:0019730","antimicrobial humoral response","biological_process"
"GO:0030718","germ-line stem cell population maintenance","biological_process"
"GO:0030723","ovarian fusome organization","biological_process"
"GO:0031532","actin cytoskeleton reorganization","biological_process"
"GO:0034334","adherens junction maintenance","biological_process"
"GO:0046664","dorsal closure, amnioserosa morphology change","biological_process"
"GO:0048136","male germ-line cyst formation","biological_process"
"GO:0048137","spermatocyte division","biological_process"
"GO:0048210","Golgi vesicle fusion to target membrane","biological_process"
"GO:0050807","regulation of synapse organization","biological_process"
"GO:0043195","terminal bouton","cellular_component"
"GO:0045169","fusome","cellular_component"
"GO:0070732","spindle envelope","cellular_component"
"GO:0032402","melanosome transport","biological_process"
"GO:0070121","Kupffer's vesicle development","biological_process"
"GO:0000481","maturation of 5S rRNA","biological_process"
"GO:0008922","long-chain fatty acid [acyl-carrier-protein] ligase activity","molecular_function"
"GO:0008792","arginine decarboxylase activity","molecular_function"
"GO:0008923","lysine decarboxylase activity","molecular_function"
"GO:0008707","4-phytase activity","molecular_function"
"GO:0005129","granulocyte macrophage colony-stimulating factor receptor binding","molecular_function"
"GO:0033317",NA,NA
"GO:0052642","lysophosphatidic acid phosphatase activity","molecular_function"
"GO:0071244","cellular response to carbon dioxide","biological_process"
"GO:0015077","monovalent inorganic cation transmembrane transporter activity","molecular_function"
"GO:0004059","aralkylamine N-acetyltransferase activity","molecular_function"
